event_timestamp,provider,model,request_id,user_id,project_id,team_name,workflow_name,agent_name,request_count,input_tokens,output_tokens,total_tokens,estimated_cost,latency_ms,status,environment
2026-06-07T03:23:27.242414,GitHub Copilot,Copilot-Chat,b958c700-1e34-431e-9e2e-49de692b53dd,user-25,rag-platform,Platform,Incident Analysis,FinOps Agent,1,7691,149,7840,0.0784,684,success,stage
2026-06-18T11:19:27.242441,OpenAI,GPT-4.1,bc5e469f-53ba-46fe-b5a3-b43a7e7678e6,user-1,developer-portal,Platform,Documentation,FinOps Agent,1,5943,2313,8256,0.08256,1426,success,prod
2026-06-22T15:03:27.242457,Vertex AI,Gemini-on-Vertex,96a9079c-3e51-493b-b4a5-664730eacdd2,user-2,support-assistant,Platform,Code Review,Support Agent,1,4804,3545,8349,0.08349,1686,success,stage
2026-06-10T00:58:27.242472,GitHub Copilot,Copilot-Chat,11ebe4a6-6ab5-4fc0-a521-26e50da51655,user-45,rag-platform,Security,Knowledge Search,Security Agent,1,2280,716,2996,0.02996,3174,success,prod
2026-06-30T04:38:27.242487,Vertex AI,Gemini-on-Vertex,7e2ab02e-20b6-4165-8472-21de3bab6a54,user-49,support-assistant,SRE,Code Review,Code Assistant,1,5594,1857,7451,0.07451,3885,success,prod
2026-06-09T14:36:27.242502,Gemini,Gemini-2.5-Flash,e781a5a7-aff1-4c75-bcb6-161f3b68fed6,user-32,rag-platform,Product Engineering,Root Cause Analysis,Platform Agent,1,7194,1970,9164,0.09164,1722,success,stage
2026-06-28T17:15:27.242517,Gemini,Gemini-2.5-Flash,8c5c1288-349c-49f8-a040-85afe1f6eaa2,user-49,security-copilot,Customer Support,Incident Analysis,FinOps Agent,1,657,3190,3847,0.03847,2332,success,prod
2026-06-04T07:33:27.242532,OpenAI,GPT-4o,be464a39-ad36-42c3-ab7b-a3e4f1abb458,user-3,developer-portal,Customer Support,Root Cause Analysis,Incident Agent,1,4171,2032,6203,0.06203,3044,success,prod
2026-06-25T18:16:27.242547,Vertex AI,Gemini-on-Vertex,96b3194f-0ae0-40ce-950f-c418febd3190,user-43,incident-platform,Data Engineering,Documentation,FinOps Agent,1,3280,1519,4799,0.04799,2876,success,prod
2026-06-29T17:28:27.242562,Anthropic,Claude-4-Sonnet,25e56368-cdef-4877-b4e5-84084564d3a0,user-49,aiopsvista,Product Engineering,CI/CD Assistant,FinOps Agent,1,2955,913,3868,0.03868,1427,success,prod
2026-06-17T07:21:27.242576,Vertex AI,Gemini-on-Vertex,2558c3e2-0f7a-43bc-bc52-54ef29fdd814,user-36,security-copilot,Data Engineering,Code Review,Platform Agent,1,3828,1762,5590,0.0559,1722,success,dev
2026-06-02T09:12:27.242592,Vertex AI,Gemini-on-Vertex,5d103163-2256-43d6-a32e-f3dea9d58211,user-15,developer-portal,Customer Support,Knowledge Search,Incident Agent,1,7386,2675,10061,0.10061,2583,success,prod
2026-06-14T14:06:27.242606,OpenAI,GPT-4o,3a6dbdfb-5990-4316-9694-69d5ef09ab2a,user-10,incident-platform,Platform,CI/CD Assistant,Support Agent,1,5836,1511,7347,0.07347,745,success,prod
2026-06-07T17:31:27.242621,OpenAI,GPT-4o,9beaef37-3b71-438f-9b96-045ef9f22bea,user-23,developer-portal,Customer Support,CI/CD Assistant,Code Assistant,1,6988,2707,9695,0.09695,1560,success,stage
2026-05-31T02:36:27.242636,Anthropic,Claude-4-Sonnet,15433af9-3684-4657-ba5a-951a8e7113ee,user-29,incident-platform,SRE,Customer Support,Code Assistant,1,5125,3592,8717,0.08717,1562,success,prod
2026-06-27T08:14:27.242651,Gemini,Gemini-2.5-Pro,d1e422ab-887a-4d4d-b215-326711e3e795,user-29,developer-portal,Data Engineering,CI/CD Assistant,Incident Agent,1,4703,2114,6817,0.06817,4147,success,prod
2026-06-03T04:02:27.242666,OpenAI,GPT-4o,51d3691e-ee55-4cb8-b73f-79eb01f63b9c,user-47,aiopsvista,Security,Code Review,Incident Agent,1,3931,2360,6291,0.06291,4052,success,prod
2026-06-11T03:53:27.242741,Vertex AI,Gemini-on-Vertex,0749898c-4310-42d3-84f1-d7c928910958,user-28,incident-platform,Customer Support,Root Cause Analysis,FinOps Agent,1,5610,373,5983,0.05983,1123,success,prod
2026-06-07T22:46:27.242772,OpenAI,GPT-4o,8564ccf3-e78e-42a0-a6de-a0b8d7a03fd3,user-50,aiopsvista,Product Engineering,CI/CD Assistant,Support Agent,1,5131,616,5747,0.05747,4840,success,stage
2026-06-11T11:56:27.242791,GitHub Copilot,Copilot-Chat,bfc5a090-60c1-4293-a1eb-25816528354f,user-5,support-assistant,Data Engineering,Root Cause Analysis,Support Agent,1,3364,2565,5929,0.05929,2853,success,prod
2026-06-20T09:56:27.242807,Gemini,Gemini-2.5-Pro,9f41feb1-c3b5-4fd9-a66f-ad1f96da579e,user-47,support-assistant,Customer Support,CI/CD Assistant,Incident Agent,1,4328,3184,7512,0.07512,3975,success,prod
2026-06-23T18:58:27.242824,OpenAI,GPT-4o,5db9d807-419f-460c-9a40-5a4ec414df94,user-42,developer-portal,Data Engineering,Incident Analysis,Security Agent,1,3861,1924,5785,0.05785,2511,success,prod
2026-06-20T03:30:27.242840,OpenAI,GPT-4o,a862a12e-1701-49b8-bc18-0f3641734c16,user-18,incident-platform,SRE,Knowledge Search,Security Agent,1,7507,3217,10724,0.10724,2849,success,prod
2026-06-07T07:20:27.242856,Vertex AI,Gemini-on-Vertex,f01399fc-32b5-4f41-aaec-7bf107c302f2,user-10,developer-portal,Data Engineering,Documentation,Security Agent,1,2966,1468,4434,0.04434,1555,success,prod
2026-06-09T19:50:27.242872,Gemini,Gemini-2.5-Flash,3c6883a2-040e-4b9a-a75a-91fdb300656e,user-25,security-copilot,SRE,Root Cause Analysis,FinOps Agent,1,6283,1290,7573,0.07573,2408,success,stage
2026-06-12T01:37:27.242887,Vertex AI,Gemini-on-Vertex,0ba0a71f-732d-4c31-b5c7-9caea99a2532,user-49,aiopsvista,Data Engineering,CI/CD Assistant,Code Assistant,1,4713,564,5277,0.05277,897,success,prod
2026-06-08T18:05:27.242903,OpenAI,GPT-4o,9fad64db-c589-49bc-b28c-280e2229c72c,user-17,aiopsvista,Product Engineering,Customer Support,Incident Agent,1,6319,790,7109,0.07109,4509,success,prod
2026-06-27T12:56:27.242918,GitHub Copilot,Copilot-Chat,62713904-5a88-41a7-b099-69cd47fb19b3,user-38,security-copilot,Platform,Customer Support,Code Assistant,1,522,782,1304,0.01304,1668,success,prod
2026-06-01T14:40:27.242933,Anthropic,Claude-4-Sonnet,49835084-1a6e-4c1a-afde-e2658e7e2ab7,user-46,rag-platform,SRE,Customer Support,Security Agent,1,6178,3088,9266,0.09266,1986,success,dev
2026-06-12T19:37:27.242948,Vertex AI,Gemini-on-Vertex,b40832de-360a-457f-852e-b7fc4b4fc529,user-23,developer-portal,SRE,CI/CD Assistant,Security Agent,1,5529,587,6116,0.06116,2680,success,prod
2026-06-29T17:18:27.242963,GitHub Copilot,Copilot-Chat,fc663a34-74d8-489f-bb00-299814e78f57,user-11,security-copilot,Customer Support,Documentation,Code Assistant,1,2228,3394,5622,0.05622,3612,success,prod
2026-06-19T23:57:27.242977,GitHub Copilot,Copilot-Chat,09793538-b4a6-4cd9-80ba-1306d20762e6,user-6,incident-platform,Platform,Incident Analysis,Support Agent,1,6597,2824,9421,0.09421,713,success,dev
2026-06-30T00:01:27.242993,GitHub Copilot,Copilot-Chat,382ce56c-f946-409f-9cff-c9fd13cda40f,user-21,developer-portal,Data Engineering,CI/CD Assistant,Code Assistant,1,6657,99,6756,0.06756,3783,success,prod
2026-06-15T03:09:27.243009,Vertex AI,Gemini-on-Vertex,12c48d2b-d03e-4fff-9c01-0f07ad6a5157,user-26,security-copilot,Data Engineering,Root Cause Analysis,Code Assistant,1,1096,364,1460,0.0146,432,success,prod
2026-06-16T21:51:27.243024,OpenAI,GPT-4o,efff72b8-4453-4108-8faa-125958e74953,user-43,aiopsvista,Platform,Incident Analysis,Code Assistant,1,7452,1474,8926,0.08926,1990,success,dev
2026-06-18T10:55:27.243039,GitHub Copilot,Copilot-Chat,6456ea21-962f-41b2-9041-d454b3809b45,user-46,security-copilot,Platform,Code Review,Security Agent,1,340,3306,3646,0.03646,4173,success,stage
2026-06-15T14:47:27.243070,Anthropic,Claude-4-Sonnet,247719fb-97e6-4d93-9d33-da0f6a78d243,user-41,security-copilot,SRE,Documentation,Security Agent,1,2830,3860,6690,0.0669,1608,success,prod
2026-05-30T23:07:27.243087,GitHub Copilot,Copilot-Chat,06bc84b4-2e05-4b34-bcb2-8c0a62eaa18d,user-1,aiopsvista,Product Engineering,Knowledge Search,Incident Agent,1,4724,2383,7107,0.07107,523,success,prod
2026-06-09T16:58:27.243103,GitHub Copilot,Copilot-Chat,f1b68d2e-a739-4864-a299-441dab431fb2,user-16,developer-portal,SRE,CI/CD Assistant,FinOps Agent,1,5806,713,6519,0.06519,2426,success,prod
2026-06-11T12:02:27.243118,GitHub Copilot,Copilot-Chat,bec7cfd9-1e78-422d-8312-512141c47944,user-20,aiopsvista,Security,CI/CD Assistant,Platform Agent,1,3045,118,3163,0.03163,2867,success,prod
2026-06-03T19:55:27.243134,Gemini,Gemini-2.5-Pro,529000b8-a36b-4b3c-b143-ddaddb52fe94,user-6,developer-portal,Product Engineering,Knowledge Search,Platform Agent,1,117,2362,2479,0.02479,3655,error,stage
2026-06-24T02:58:27.243149,Vertex AI,Gemini-on-Vertex,824ab1c6-43b9-44e1-a321-4132a0cf6058,user-21,developer-portal,Platform,Documentation,Incident Agent,1,337,2125,2462,0.02462,4435,success,prod
2026-06-11T07:47:27.243164,Vertex AI,Gemini-on-Vertex,29deca6e-8352-4a9e-b99b-da8882003f02,user-44,aiopsvista,Customer Support,Knowledge Search,Support Agent,1,3288,3512,6800,0.068,4065,success,prod
2026-06-07T20:48:27.243179,GitHub Copilot,Copilot-Chat,3c5e85d0-d7bd-4eae-9db6-e1928f92cbc1,user-8,support-assistant,Platform,Code Review,Security Agent,1,4420,2701,7121,0.07121,4238,success,prod
2026-06-17T10:21:27.243194,Gemini,Gemini-2.5-Pro,a3a3f009-6c13-4316-b49c-6c2413fccd53,user-5,rag-platform,Platform,Incident Analysis,Incident Agent,1,4188,1289,5477,0.05477,897,success,dev
2026-06-27T15:52:27.243209,Anthropic,Claude-4-Sonnet,3e3b65fb-66f8-4a01-b362-07cb6be6d08a,user-18,aiopsvista,Customer Support,Customer Support,Support Agent,1,1942,2473,4415,0.04415,999,success,prod
2026-06-24T14:23:27.243223,OpenAI,GPT-4o,646f076e-be57-44eb-a9dd-fb2a78deb5e0,user-17,security-copilot,Customer Support,Knowledge Search,Security Agent,1,5447,2086,7533,0.07533,636,success,prod
2026-06-07T02:44:27.243238,Vertex AI,Gemini-on-Vertex,280789e2-7331-47e7-a0da-a9613b973670,user-12,incident-platform,Customer Support,Code Review,Code Assistant,1,6757,1552,8309,0.08309,4155,success,prod
2026-06-02T02:09:27.243253,OpenAI,GPT-4o,8ab43845-ea80-4fe9-b8bb-94f2b0f0f4b4,user-47,incident-platform,Platform,Code Review,Incident Agent,1,2132,739,2871,0.02871,4767,success,prod
2026-06-29T13:26:27.243268,GitHub Copilot,Copilot-Chat,e310ba19-7ca3-4ad7-8ea0-5685373eb961,user-20,support-assistant,SRE,Code Review,Support Agent,1,1365,253,1618,0.01618,1251,success,stage
2026-06-08T14:25:27.243283,GitHub Copilot,Copilot-Chat,aad5d059-64a5-414a-932b-718533e64413,user-10,rag-platform,Customer Support,CI/CD Assistant,FinOps Agent,1,6028,3558,9586,0.09586,657,success,stage
2026-06-26T08:20:27.243298,Vertex AI,Gemini-on-Vertex,c7562065-73f2-446e-8387-f8d7a9f4424b,user-14,incident-platform,Product Engineering,Documentation,Support Agent,1,7497,559,8056,0.08056,4948,success,dev
2026-06-19T06:11:27.243313,OpenAI,GPT-4o,0302df50-7d91-4c45-b1a4-8208b2f290d6,user-7,support-assistant,Platform,CI/CD Assistant,Security Agent,1,7303,3620,10923,0.10923,153,success,stage
2026-06-04T10:25:27.243328,OpenAI,GPT-4.1,512fe6e9-222b-44a3-a62a-6c10a14e834f,user-16,aiopsvista,SRE,Code Review,Platform Agent,1,6621,1159,7780,0.0778,4942,success,prod
2026-06-26T22:28:27.243349,Gemini,Gemini-2.5-Flash,84593041-5f70-4560-bc73-810716b61809,user-21,incident-platform,Data Engineering,Customer Support,Platform Agent,1,2337,2045,4382,0.04382,4736,success,dev
2026-06-15T06:11:27.243373,GitHub Copilot,Copilot-Chat,23094bef-6897-4d98-acd2-98af96b6ff67,user-18,support-assistant,Security,Code Review,Code Assistant,1,4813,1228,6041,0.06041,4562,success,prod
2026-06-23T11:38:27.243389,Anthropic,Claude-4-Sonnet,b105af93-31db-4a6f-a672-21eca8dde841,user-36,rag-platform,Platform,Knowledge Search,Security Agent,1,3452,3282,6734,0.06734,631,success,stage
2026-06-10T19:29:27.243404,OpenAI,GPT-4o,522e67a6-ed1f-4c3b-b1e5-dfe7deaacab7,user-38,aiopsvista,SRE,Incident Analysis,Code Assistant,1,2567,1378,3945,0.03945,2603,success,prod
2026-06-12T21:29:27.243419,OpenAI,GPT-4o,ba6557c8-b3f7-41d6-8781-7dec23d51dea,user-27,incident-platform,SRE,Documentation,Security Agent,1,1741,2840,4581,0.04581,2496,success,prod
2026-06-03T21:42:27.243487,GitHub Copilot,Copilot-Chat,14491f47-82bd-436a-b44b-c73b7c83cb44,user-41,developer-portal,Product Engineering,Documentation,Code Assistant,1,782,1152,1934,0.01934,4815,success,prod
2026-06-23T17:29:27.243530,Anthropic,Claude-4-Sonnet,a876bd1a-fffe-4514-a126-8e351e7af497,user-4,incident-platform,Platform,Documentation,Support Agent,1,4636,927,5563,0.05563,1829,success,prod
2026-06-11T11:47:27.243551,GitHub Copilot,Copilot-Chat,43f0eb75-4932-4b59-b9b1-6f88171234a0,user-6,incident-platform,Platform,Root Cause Analysis,Incident Agent,1,1290,1862,3152,0.03152,3022,success,prod
2026-05-31T14:38:27.243568,Anthropic,Claude-4-Sonnet,3ce86992-df3b-478e-80cf-062cd8fc7609,user-47,support-assistant,Product Engineering,Root Cause Analysis,Support Agent,1,7151,1948,9099,0.09099,1001,success,prod
2026-06-25T10:38:27.243585,Anthropic,Claude-4-Sonnet,ace1ae50-f884-4fef-b535-d2bc02a53d52,user-34,rag-platform,Data Engineering,Incident Analysis,Security Agent,1,4570,1988,6558,0.06558,3767,success,prod
2026-06-04T00:26:27.243602,GitHub Copilot,Copilot-Chat,88c53092-1318-4538-ad50-d3ad875b8101,user-3,security-copilot,Platform,Root Cause Analysis,Code Assistant,1,4378,3013,7391,0.07391,4430,success,prod
2026-06-25T12:03:27.243617,OpenAI,GPT-4o,11c75823-b091-479b-b967-16935f686d1b,user-31,developer-portal,Platform,Documentation,Security Agent,1,596,764,1360,0.0136,4141,success,prod
2026-06-13T12:17:27.243633,OpenAI,GPT-4o,0d7ab15c-317b-4934-81d7-e36ffc35c6d4,user-50,aiopsvista,Product Engineering,Incident Analysis,Security Agent,1,2431,3595,6026,0.06026,567,success,stage
2026-06-28T02:54:27.243650,Vertex AI,Gemini-on-Vertex,624899c9-bc9c-4e01-94f7-014e08306798,user-15,security-copilot,Platform,Incident Analysis,Incident Agent,1,4324,807,5131,0.05131,1782,success,prod
2026-06-28T03:05:27.243679,OpenAI,GPT-4o,5a6a7a1e-a0b6-4dfc-b2c9-4f8d55d59dfd,user-32,incident-platform,SRE,Root Cause Analysis,Support Agent,1,4538,1660,6198,0.06198,3202,success,prod
2026-06-17T09:45:27.243696,Vertex AI,Gemini-on-Vertex,a37c51d3-d022-4a66-9576-67d43fb8428d,user-17,rag-platform,SRE,Documentation,Platform Agent,1,3564,2620,6184,0.06184,2630,error,prod
2026-06-13T06:03:27.243712,Gemini,Gemini-2.5-Pro,a436f3a1-8d81-4e87-bc59-ee172aa8eac9,user-6,rag-platform,Product Engineering,CI/CD Assistant,Security Agent,1,7848,2890,10738,0.10738,4490,success,prod
2026-06-15T23:26:27.243728,GitHub Copilot,Copilot-Chat,763d8f9a-a981-4e4f-ac12-f9aac09735cc,user-31,rag-platform,Security,Incident Analysis,Code Assistant,1,5195,2550,7745,0.07745,1428,success,prod
2026-05-30T19:17:27.243744,OpenAI,GPT-4o,087104ca-fdda-43fb-80a2-62c47a93cc87,user-33,support-assistant,Data Engineering,CI/CD Assistant,Security Agent,1,4296,1591,5887,0.05887,843,success,prod
2026-06-13T17:49:27.243760,Vertex AI,Gemini-on-Vertex,9f53c22f-545d-465f-8f3b-2bb17dc3309d,user-50,security-copilot,Product Engineering,Root Cause Analysis,Code Assistant,1,4998,1261,6259,0.06259,1253,success,prod
2026-06-28T20:53:27.243776,Gemini,Gemini-2.5-Pro,a3ffc1b3-88c3-4025-8af5-f5754b0a4f42,user-20,support-assistant,Platform,Code Review,FinOps Agent,1,7680,200,7880,0.0788,1033,success,prod
2026-06-02T01:10:27.243792,Anthropic,Claude-4-Sonnet,e3ed6904-97b4-4f64-84ff-b5c35153d44b,user-27,rag-platform,SRE,Incident Analysis,Security Agent,1,6564,1714,8278,0.08278,363,error,prod
2026-06-02T12:23:27.243807,Anthropic,Claude-4-Sonnet,a957a665-9e52-45a4-9280-d6a6f128d925,user-41,incident-platform,SRE,Code Review,Code Assistant,1,5887,2394,8281,0.08281,2191,success,stage
2026-06-07T07:32:27.243822,Vertex AI,Gemini-on-Vertex,bb144be0-2750-48be-bf71-663c625105b5,user-47,rag-platform,Customer Support,Root Cause Analysis,Code Assistant,1,3237,2351,5588,0.05588,3527,success,dev
2026-06-14T17:33:27.243838,GitHub Copilot,Copilot-Chat,20551616-40dd-46e3-9ecf-6c2f2c59134a,user-9,security-copilot,Security,Customer Support,Code Assistant,1,4609,1422,6031,0.06031,2582,success,prod
2026-06-10T23:38:27.243854,Anthropic,Claude-4-Sonnet,e0e8fc21-ae5f-4901-b4da-b0c4c60c8001,user-20,developer-portal,Product Engineering,Code Review,Support Agent,1,7200,2717,9917,0.09917,1016,success,prod
2026-06-07T17:41:27.243869,Anthropic,Claude-4-Sonnet,1cd32bb6-8e23-41c6-8e2a-3a000b3c3256,user-8,security-copilot,Security,Root Cause Analysis,Incident Agent,1,7778,3390,11168,0.11168,2807,success,prod
2026-06-09T06:25:27.243885,Anthropic,Claude-4-Sonnet,49bfa747-c746-4c33-8636-7fce092577a6,user-44,rag-platform,Product Engineering,CI/CD Assistant,Platform Agent,1,6647,1732,8379,0.08379,2489,timeout,prod
2026-06-26T20:40:27.243900,Gemini,Gemini-2.5-Flash,ed0b54b3-ceaa-452c-8d5d-5a56b511acbb,user-48,rag-platform,Customer Support,Knowledge Search,Platform Agent,1,7650,2878,10528,0.10528,4479,success,dev
2026-06-20T02:15:27.243915,Anthropic,Claude-4-Sonnet,1e5b9528-c83d-4358-a7fe-63b3dab82c14,user-2,security-copilot,Data Engineering,Incident Analysis,Incident Agent,1,5667,3467,9134,0.09134,4593,success,stage
2026-06-07T14:43:27.243930,Anthropic,Claude-4-Sonnet,315c33d9-169b-4ffc-9344-1bf5f4cb49a3,user-24,support-assistant,Security,Documentation,Platform Agent,1,1096,528,1624,0.01624,2300,success,prod
2026-06-12T07:02:27.243945,OpenAI,GPT-4o,69a81142-03cf-4524-88af-8e1ba11a9967,user-7,developer-portal,Security,Customer Support,Security Agent,1,5364,196,5560,0.0556,194,success,dev
2026-06-13T23:03:27.243963,OpenAI,GPT-4o,b69d001c-b928-4cbe-87e6-15b8b6241618,user-33,developer-portal,Data Engineering,Root Cause Analysis,Platform Agent,1,7973,430,8403,0.08403,2686,success,stage
2026-05-31T09:17:27.243990,Anthropic,Claude-4-Sonnet,cd054f75-2904-439e-8328-9b554121d4a7,user-47,aiopsvista,Customer Support,Code Review,FinOps Agent,1,2688,3705,6393,0.06393,1192,success,prod
2026-06-24T10:01:27.244006,OpenAI,GPT-4o,76cfb8d7-a790-4623-ac94-2ba18163857e,user-19,support-assistant,Customer Support,Knowledge Search,Security Agent,1,5349,1164,6513,0.06513,2122,success,prod
2026-06-22T02:34:27.244021,OpenAI,GPT-4o,951cbf81-7449-4b68-b839-30f8b8352eee,user-32,security-copilot,Security,Knowledge Search,Incident Agent,1,4660,838,5498,0.05498,3516,success,stage
2026-06-13T11:02:27.244036,Anthropic,Claude-4-Sonnet,16a4ae99-12af-4806-aba0-6756312544e5,user-41,incident-platform,Platform,CI/CD Assistant,Platform Agent,1,1339,475,1814,0.01814,4885,success,prod
2026-06-18T15:14:27.244051,OpenAI,GPT-4o,1d0ab789-63b7-4582-bdd1-14646df573b1,user-34,rag-platform,Product Engineering,Code Review,FinOps Agent,1,2579,2495,5074,0.05074,4345,success,prod
2026-06-26T23:12:27.244066,GitHub Copilot,Copilot-Chat,ffcb1731-df22-405a-a2aa-ad1820651c97,user-2,aiopsvista,SRE,Customer Support,FinOps Agent,1,5870,52,5922,0.05922,2327,success,stage
2026-05-31T14:55:27.244081,Anthropic,Claude-4-Sonnet,0754bb48-f07a-45e0-8dc5-6ad2435d5fed,user-30,aiopsvista,Product Engineering,Code Review,Platform Agent,1,6687,1475,8162,0.08162,3109,success,prod
2026-06-09T19:03:27.244096,OpenAI,GPT-4.1,aa6d3feb-c22f-4067-a156-54b075f12a81,user-46,developer-portal,Customer Support,Knowledge Search,FinOps Agent,1,6289,762,7051,0.07051,4270,success,prod
2026-06-20T09:00:27.244111,OpenAI,GPT-4o,6acac313-7a43-4d73-b5ea-d0c849efa396,user-34,incident-platform,Platform,Documentation,Code Assistant,1,6852,3468,10320,0.1032,4265,success,prod
2026-06-21T04:32:27.244126,Vertex AI,Gemini-on-Vertex,9bc360e1-d7ae-45fd-9b3a-3132a2e08423,user-23,incident-platform,Data Engineering,Knowledge Search,FinOps Agent,1,4642,1050,5692,0.05692,4204,success,stage
2026-06-08T17:27:27.244160,Vertex AI,Gemini-on-Vertex,fe71f18f-940c-479d-b35d-165cea29c560,user-18,incident-platform,Security,Documentation,FinOps Agent,1,2211,2251,4462,0.04462,1529,error,prod
2026-06-11T17:02:27.244195,Vertex AI,Gemini-on-Vertex,3975c188-1621-4614-9eba-cd54bf8ae117,user-38,incident-platform,SRE,Documentation,Security Agent,1,4653,905,5558,0.05558,3421,success,prod
2026-06-01T07:25:27.244216,OpenAI,GPT-4.1,61cc2553-bbb1-4022-b27c-49112a513931,user-39,support-assistant,SRE,Customer Support,Support Agent,1,7012,1472,8484,0.08484,4687,error,stage
2026-06-22T14:34:27.244233,OpenAI,GPT-4.1,aaa5abe0-dfd9-4902-8737-cfdf47a795d6,user-17,rag-platform,Platform,Root Cause Analysis,Code Assistant,1,7226,3837,11063,0.11063,4192,success,prod
2026-06-23T21:17:27.244317,Anthropic,Claude-4-Sonnet,f25c77cf-ebdf-4027-a6b1-f490eae61059,user-41,security-copilot,Security,Root Cause Analysis,Platform Agent,1,5027,3463,8490,0.0849,1649,success,dev
2026-06-20T07:22:27.244369,GitHub Copilot,Copilot-Chat,dc3b5269-5484-4d67-9daf-e2b2beafe367,user-48,aiopsvista,Security,CI/CD Assistant,Support Agent,1,7972,399,8371,0.08371,2657,success,prod
2026-06-15T08:20:27.244394,Anthropic,Claude-4-Sonnet,bdc5e49a-c7dd-4f9e-9a14-ac0bb1b4d794,user-12,aiopsvista,Product Engineering,Customer Support,Code Assistant,1,7165,2253,9418,0.09418,2343,success,prod
2026-06-01T07:28:27.244412,GitHub Copilot,Copilot-Chat,99887ac5-9a58-484e-9d42-e14337604782,user-13,aiopsvista,Data Engineering,Documentation,Platform Agent,1,7920,2578,10498,0.10498,2758,success,prod
2026-06-17T01:16:27.244430,Gemini,Gemini-2.5-Flash,b949fcfc-0d57-4557-9ff0-9abf30d31cd3,user-7,aiopsvista,SRE,Incident Analysis,Code Assistant,1,1427,73,1500,0.015,3434,success,prod
2026-06-20T18:21:27.244447,Gemini,Gemini-2.5-Pro,ed4dc31d-91b7-4044-aab2-1ae2f7a1d26b,user-45,aiopsvista,SRE,Root Cause Analysis,Incident Agent,1,5773,2448,8221,0.08221,177,success,stage
2026-06-25T13:08:27.244463,GitHub Copilot,Copilot-Chat,1374ef31-52ef-44f2-a86d-d7025f4b94af,user-50,developer-portal,Security,Customer Support,Platform Agent,1,1760,1774,3534,0.03534,3464,success,stage
2026-06-02T16:20:27.244479,OpenAI,GPT-4.1,07bb9d79-9bba-4167-bbfe-11561ac2daff,user-18,aiopsvista,SRE,Root Cause Analysis,Platform Agent,1,1339,115,1454,0.01454,4819,success,prod
2026-06-13T08:06:27.244495,Anthropic,Claude-4-Sonnet,f2ee80ee-eb2f-44f6-bbae-d0b2d95fceb8,user-34,developer-portal,Product Engineering,Root Cause Analysis,Security Agent,1,2553,2544,5097,0.05097,2894,success,prod
2026-06-22T16:47:27.244510,Gemini,Gemini-2.5-Flash,23aea819-ec49-4c5e-a9cc-3137398f471d,user-38,rag-platform,Security,Incident Analysis,Security Agent,1,4285,348,4633,0.04633,596,success,prod
2026-06-15T05:44:27.244526,GitHub Copilot,Copilot-Chat,08c1c4ea-226a-4453-87e6-b802f2eaea0e,user-50,support-assistant,Data Engineering,Code Review,Support Agent,1,1965,2752,4717,0.04717,1034,success,prod
2026-06-20T09:03:27.244541,Vertex AI,Gemini-on-Vertex,f29ee06e-cf60-4d39-b75a-3d2950db813a,user-32,rag-platform,SRE,Root Cause Analysis,Platform Agent,1,830,2953,3783,0.03783,2550,success,prod
2026-06-19T21:16:27.244556,Vertex AI,Gemini-on-Vertex,1d682543-ec08-4fc5-9840-28a7b76eb4ae,user-29,support-assistant,Platform,Code Review,Security Agent,1,1841,2985,4826,0.04826,1104,success,prod
2026-06-25T23:28:27.244572,GitHub Copilot,Copilot-Chat,3d833f43-4dbf-4537-b2a5-232c0edf9137,user-30,aiopsvista,Customer Support,Incident Analysis,Platform Agent,1,7451,1991,9442,0.09442,4576,success,prod
2026-06-13T14:06:27.244587,Anthropic,Claude-4-Sonnet,39077dd7-c001-45de-af11-1cfb496b4e74,user-49,aiopsvista,Platform,Code Review,Security Agent,1,7031,3421,10452,0.10452,2743,success,dev
2026-06-04T02:09:27.244604,GitHub Copilot,Copilot-Chat,9d677fa1-e5cd-4dbc-ba58-15c28f8e9958,user-50,aiopsvista,Customer Support,Customer Support,Platform Agent,1,4025,724,4749,0.04749,2169,success,prod
2026-06-29T18:23:27.244637,Anthropic,Claude-4-Sonnet,fe6fbcd7-7e07-444c-b691-df169efac3a1,user-35,rag-platform,Security,Documentation,Security Agent,1,936,3854,4790,0.0479,2098,success,prod
2026-06-02T08:22:27.244655,OpenAI,GPT-4.1,355e3d88-a161-4273-87ff-41aab8f3fbb0,user-10,support-assistant,Data Engineering,Customer Support,Code Assistant,1,7125,2750,9875,0.09875,2366,error,prod
2026-06-22T16:08:27.244672,Anthropic,Claude-4-Sonnet,6f330caa-ce47-4b36-9903-28ff4a92de79,user-39,incident-platform,SRE,Root Cause Analysis,Support Agent,1,2204,2913,5117,0.05117,3720,success,prod
2026-06-25T23:28:27.244687,OpenAI,GPT-4o,5fbd7b38-947b-47b4-a491-899658af3435,user-40,aiopsvista,Platform,Incident Analysis,Support Agent,1,1012,1110,2122,0.02122,1508,success,prod
2026-06-08T02:53:27.244702,Gemini,Gemini-2.5-Pro,d3331a19-8d44-49bb-aeb5-9f53dff9da9a,user-18,rag-platform,Product Engineering,Documentation,Incident Agent,1,4639,840,5479,0.05479,931,success,prod
2026-06-17T01:48:27.244717,Gemini,Gemini-2.5-Pro,489e90cc-36b8-4109-a00f-1b38f0a1a2a1,user-25,rag-platform,Data Engineering,Incident Analysis,FinOps Agent,1,2900,839,3739,0.03739,4618,success,prod
